1679754097395,1679754097467,1679754097502,1679754097642,72,107,247
1679754097649,1679754097697,1679754097728,1679754097767,48,79,118
1679754097773,1679754097822,1679754097854,1679754097892,49,81,119
1679754097899,1679754097948,1679754097981,1679754098020,49,82,121
1679754098026,1679754098075,1679754098107,1679754098146,49,81,120
1679754098152,1679754098201,1679754098233,1679754098374,49,81,222
1679754098381,1679754098430,1679754098462,1679754098499,49,81,118
1679754098506,1679754098556,1679754098587,1679754098626,50,81,120
1679754098632,1679754098682,1679754098713,1679754098750,50,81,118
1679754098757,1679754098805,1679754098838,1679754098877,48,81,120
1679754098883,1679754098932,1679754098965,1679754099003,49,82,120
1679754099009,1679754099059,1679754099091,1679754099130,50,82,121
1679754099136,1679754099185,1679754099217,1679754099358,49,81,222
1679754099365,1679754099414,1679754099445,1679754099483,49,80,118
1679754099489,1679754099538,1679754099570,1679754099609,49,81,120
1679754099615,1679754099664,1679754099696,1679754099733,49,81,118
1679754099740,1679754099789,1679754099821,1679754099970,49,81,230
1679754099976,1679754100026,1679754100057,1679754100095,50,81,119
1679754100102,1679754100150,1679754100182,1679754100221,48,80,119
1679754100227,1679754100277,1679754100309,1679754100346,50,82,119
1679754100352,1679754100401,1679754100433,1679754100471,49,81,119
1679754100477,1679754100527,1679754100559,1679754100598,50,82,121
1679754100604,1679754100654,1679754100686,1679754100725,50,82,121
1679754100731,1679754100781,1679754100813,1679754100852,50,82,121
1679754100858,1679754100908,1679754100939,1679754100977,50,81,119
1679754100983,1679754101032,1679754101064,1679754101102,49,81,119
1679754101108,1679754101158,1679754101190,1679754101228,50,82,120
1679754101235,1679754101284,1679754101316,1679754101353,49,81,118
1679754101360,1679754101409,1679754101440,1679754101478,49,80,118
1679754101484,1679754101534,1679754101566,1679754101708,50,82,224
1679754101715,1679754101764,1679754101795,1679754101834,49,80,119
1679754101840,1679754101890,1679754101921,1679754101959,50,81,119
1679754101965,1679754102015,1679754102046,1679754102083,50,81,118
1679754102089,1679754102139,1679754102170,1679754102208,50,81,119
1679754102214,1679754102264,1679754102296,1679754102334,50,82,120
1679754102340,1679754102389,1679754102421,1679754102458,49,81,118
1679754102464,1679754102514,1679754102546,1679754102585,50,82,121
1679754102591,1679754102640,1679754102672,1679754102814,49,81,223
1679754102821,1679754102872,1679754102903,1679754103048,51,82,227
1679754103054,1679754103103,1679754103135,1679754103278,49,81,224
1679754103284,1679754103334,1679754103366,1679754103403,50,82,119
1679754103409,1679754103458,1679754103490,1679754103528,49,81,119
1679754103534,1679754103584,1679754103615,1679754103653,50,81,119
1679754103659,1679754103709,1679754103740,1679754103778,50,81,119
1679754103784,1679754103833,1679754103864,1679754103902,49,80,118
1679754103909,1679754103958,1679754103990,1679754104028,49,81,119
1679754104035,1679754104084,1679754104115,1679754104153,49,80,118
1679754104159,1679754104209,1679754104240,1679754104278,50,81,119
1679754104284,1679754104334,1679754104367,1679754104405,50,83,121
1679754104412,1679754104461,1679754104493,1679754104635,49,81,223
1679754104641,1679754104691,1679754104724,1679754104761,50,83,120
1679754104767,1679754104817,1679754104849,1679754104887,50,82,120
1679754104894,1679754104943,1679754104975,1679754105014,49,81,120
1679754105020,1679754105069,1679754105101,1679754105138,49,81,118
1679754105145,1679754105194,1679754105226,1679754105264,49,81,119
1679754105270,1679754105320,1679754105352,1679754105495,50,82,225
1679754105502,1679754105551,1679754105582,1679754105620,49,80,118
